id,年,月,17業種コード,33業種コード,規模コード,売上高,収益,経常利益,営業利益,当期純利益,税引前利益,包括利益,純資産額,総資産額,現金及び現金同等物の期末残高,従業員数,最低株価,最高株価,株主総利回り,株主資本比率,株価収益率,発行済株式総数,自己資本利益率,自己資本比率,財務活動によるキャッシュ・フロー,営業活動によるキャッシュ・フロー,投資活動によるキャッシュ・フロー,基本的1株当たり当期利益,基本的1株当たり親会社の所有者に帰属する当期利益,希薄化後１株当たり当期利益,希薄化後１株当たり当社株主に帰属する当期純利益,１株当たり当期純利益,１株当たり当社株主に帰属する当期純利益,１株当たり株主資本,１株当たり潜在株式調整後当期純利益金額,１株当たり純資産額,１株当たり親会社所有者帰属持分,１株当たり配当額親会社の所有者に帰属する当期利益,親会社の所有者に帰属する当期包括利益,親会社の所有者に帰属する持分,親会社所有者帰属持分当期利益率,親会社所有者帰属持分比率,親会社株主に帰属する当期純利益,資本金,配当性向
192,2019,12,3,3400,4,262028.0,,52986.0,,,,33484.0,232975.0,462872.0,46443.0,3714.0,,,7.3,,,,16.0,45.8,64568.0,41664.0,-99159.0,,,,,,,,,,,,,,,,,,
193,2015,3,12,5050,1,,1672295.0,428134.0,,,,268921.0,2063967.0,5217982.0,130002.0,28741.0,,,16.2,,,,14.0,38.7,-252279.0,570806.0,-263970.0,,,,,,,,,,,,,,,,,,
193,2016,3,12,5050,1,,1738409.0,511455.0,,,,312322.0,2352566.0,5268544.0,318352.0,28706.0,,,11.61,,,,15.6,44.0,-242847.0,601495.0,-170305.0,,,,,,,,,,,,,,,,,,
193,2017,3,12,5050,1,,1756980.0,563973.0,,,,399856.0,2726729.0,7052675.0,414559.0,28593.0,,,9.09,,,,15.7,38.2,1425188.0,580565.0,-1909547.0,,,,,,,,,,,,,,,,,,
193,2018,3,12,5050,1,,1822039.0,583569.0,,,,404198.0,3084739.0,8908682.0,782454.0,28867.0,,,9.99,,,,13.8,34.3,1434788.0,609595.0,-1676489.0,,,,,,,,,,,,,,,,,,
193,2019,3,12,5050,1,,1878137.0,632653.0,,,,446213.0,3508065.0,9295745.0,751636.0,29128.0,,,11.48,,,,13.4,37.3,-33635.0,600319.0,-597502.0,,,,,,,,,,,,,,,,,,
194,2015,3,7,3500,6,121093.0,,5567.0,,,,4972.0,64542.0,151970.0,8628.0,1180.0,,,18.76,,,,4.41,42.47,-25.0,2212.0,-5070.0,,,,,20.2,,,,,,,,,,,,,
194,2016,3,7,3500,6,114144.0,,1007.0,,,,-19402.0,44188.0,122160.0,9801.0,1188.0,,,,,,,-29.84,36.17,-7030.0,13858.0,-5619.0,,,,,-119.45,,,,,,,,,,,,,
194,2017,3,7,3500,6,113952.0,,12541.0,,,,8471.0,51979.0,129700.0,10368.0,1089.0,,,8.41,,,,18.33,40.08,-2941.0,7639.0,-4125.0,,,,,649.08,,,,,,,,,,,,,
194,2018,3,7,3500,6,133625.0,,13157.0,,,,11762.0,62380.0,137259.0,13802.0,1210.0,,,6.62,,,,18.14,45.45,-2512.0,12036.0,-6089.0,,,,,763.94,,,,,,,,,,,,,
194,2019,3,7,3500,6,117551.0,,969.0,,,,-5181.0,55501.0,130231.0,10248.0,1278.0,,,,,,,-4.33,42.62,-1559.0,8153.0,-10137.0,,,,,-187.82,,,,,,,,,,,,,
195,2015,3,16,7100,4,,34306.0,22202.0,,15571.0,,,90029.0,817183.0,35406.0,120.0,898.0,1200.0,108.0,,,269264702.0,17.8,11.0,-21867.0,21871.0,2068.0,,,,,60.65,,,60.64,350.63,,,,,,,,11945.0,66.0
195,2016,3,16,7100,4,,34435.0,21833.0,,14763.0,,,92718.0,663425.0,29865.0,121.0,876.0,1170.0,99.6,,,259264702.0,16.2,14.0,-48147.0,43431.0,-824.0,,,,,57.5,,,57.49,361.01,,,,,,,,11945.0,78.3
195,2017,3,16,7100,4,,27727.0,15044.0,,10697.0,,,94820.0,770716.0,29093.0,123.0,775.0,1040.0,94.4,,,259264702.0,11.4,12.3,-10269.0,11510.0,-2014.0,,,,,41.67,,,41.65,369.02,,,,,,,,11945.0,79.2
195,2018,3,16,7100,4,,32210.0,18632.0,,12908.0,,,98751.0,836318.0,39269.0,130.0,820.0,1087.0,107.4,,,259264702.0,13.4,11.8,51908.0,-39665.0,-2067.0,,,,,50.28,,,50.24,384.12,,,,,,,,11945.0,87.5
195,2019,3,16,7100,4,,27313.0,13592.0,,9562.0,,,96579.0,695993.0,39108.0,142.0,945.0,1318.0,122.9,,,259264702.0,9.8,13.9,-101650.0,103499.0,-2011.0,,,,,37.24,,,37.2,375.45,,,,,,,,11945.0,225.6
196,2015,3,9,3650,4,405792.0,,33366.0,,,,33742.0,221976.0,439957.0,74722.0,19601.0,,,19.36,,,,8.55,48.99,-20163.0,38293.0,-1844.0,,,,,66.88,,,,,,,,,,,,,
196,2016,3,9,3650,4,413732.0,,40714.0,,,,17080.0,246895.0,413061.0,64922.0,18646.0,,,10.2,,,,13.23,58.21,-26886.0,31931.0,-10894.0,,,,,114.03,,,,,,,,,,,,,
196,2017,3,9,3650,4,391433.0,,32988.0,,,,22916.0,262503.0,440695.0,73563.0,18329.0,,,18.17,,,,10.37,58.18,6489.0,39245.0,-36498.0,,,,,96.4,,,,,,,,,,,,,
196,2018,3,9,3650,4,406590.0,,33341.0,,,,24129.0,278704.0,444617.0,75836.0,18290.0,,,27.38,,,,8.13,61.16,-22428.0,31980.0,-6648.0,,,,,80.39,,,,,,,,,,,,,
196,2019,3,9,3650,4,403711.0,,36770.0,,,,27513.0,296150.0,470114.0,85701.0,17848.0,,,21.5,,,,10.13,61.66,-6988.0,21410.0,-4088.0,,,,,106.54,,,,,,,,,,,,,
197,2016,12,6,3350,4,574048.0,,,,,24076.0,22876.0,,888949.0,55845.0,24610.0,,,35.9,,,,,,99203.0,77724.0,-166683.0,58.39,,,,,,,,,2110.96,,22876.0,338472.0,2.82,38.08,,,
197,2017,12,6,3350,4,646272.0,,,,,54891.0,49604.0,,920776.0,58305.0,25439.0,,,11.08,,,,,,-28091.0,60466.0,-29746.0,249.32,,,,,,,,,2368.61,,49604.0,379778.0,11.13,41.25,,,
197,2018,12,6,3350,4,650239.0,,,,,49941.0,4519.0,,855812.0,31745.0,26274.0,,,9.3,,,,,,-64872.0,82821.0,-43134.0,222.12,,,,,,,,,2331.86,,4519.0,374027.0,9.45,43.7,,,
197,2019,12,6,3350,4,650462.0,,,,,57764.0,55287.0,,907560.0,27909.0,27428.0,,,8.15,,,,,,-35512.0,75374.0,-43638.0,261.61,,,,,,,,,2610.75,,55287.0,418893.0,10.59,46.16,,,
198,2015,3,5,3250,1,1777824.0,,,,-143034.0,-145437.0,-180860.0,,4296192.0,655243.0,31328.0,,,,,,,,,-300998.0,182517.0,91347.0,-185.37,,-185.37,,,,,,,2719.27,,,,-6.3,49.7,,2206176.0,
198,2016,3,5,3250,1,1807378.0,,,,83480.0,120539.0,-39602.0,,3824085.0,451426.0,31168.0,,,50.2,,,,,,-124839.0,25491.0,-71208.0,102.26,,101.71,,,,,,,2487.04,,,,3.9,51.0,,2011203.0,
198,2017,3,5,3250,1,1732051.0,,,,115513.0,143346.0,93142.0,,4346794.0,319455.0,29900.0,,,35.5,,,,,,289896.0,261363.0,-655691.0,147.15,,146.26,,,,,,,2425.92,,,,6.0,43.6,,1948965.0,
198,2018,3,5,3250,1,1770531.0,,,,186708.0,217205.0,242664.0,,4106463.0,294522.0,27230.0,,,21.7,,,,,,-326226.0,377854.0,-93342.0,239.35,,237.56,,,,,,,2556.51,,,,9.6,48.6,,2017409.0,
198,2019,3,5,3250,1,2097224.0,,,,109014.0,94896.0,99192.0,,13872322.0,702093.0,49578.0,,,39.8,,,,,,2946237.0,328479.0,-2835698.0,113.5,,112.86,,,,,,,3318.53,,,,3.0,37.2,,5163588.0,
199,2015,3,9,3650,4,540153.0,,37928.0,,,,39462.0,121414.0,439358.0,53598.0,20653.0,,,6.22,,,,31.8,27.2,-20724.0,40999.0,-18583.0,,,,,40.03,,,,,,,,,,,,,
199,2016,3,9,3650,4,490314.0,,11366.0,,,,-10271.0,107384.0,411776.0,46322.0,20190.0,,,20.89,,,,5.8,25.9,11138.0,-3573.0,-13762.0,,,,,76.1,,,,,,,,,,,,,
199,2017,3,9,3650,4,451627.0,,-2366.0,,,,-4351.0,97215.0,360724.0,51980.0,19464.0,,,29.65,,,,4.6,26.9,-43985.0,41967.0,7588.0,,,,,54.03,,,,,,,,,,,,,
199,2018,3,9,3650,4,438026.0,,8515.0,,,,7605.0,102144.0,366512.0,45481.0,18978.0,,,20.79,,,,6.0,27.3,-11512.0,15578.0,-10485.0,,,,,67.86,,,,,,,,,,,,,
199,2019,3,9,3650,4,441452.0,,15477.0,,,,3576.0,100200.0,365503.0,26823.0,17930.0,,,13.46,,,,8.4,27.3,-12971.0,6364.0,-12099.0,,,,,97.16,,,,,,,,,,,,,
200,2015,3,3,2050,4,1567843.0,,56246.0,,,,111329.0,481896.0,1703399.0,242482.0,15587.0,,,19.1,,,,7.9,28.0,14305.0,56105.0,-17644.0,,,,,42.56,,,42.53,607.82,,,,,,,,,
200,2016,3,3,2050,4,1664933.0,,95501.0,,,,11303.0,485655.0,1722936.0,274167.0,15640.0,,,12.6,,,,12.4,27.9,9199.0,38335.0,-14051.0,,,,,75.61,,,75.57,612.7,,,,,,,,,
200,2017,3,3,2050,4,1567427.0,,131197.0,,,,103864.0,576879.0,1688197.0,315803.0,15925.0,,,7.9,,,,18.8,33.9,-65375.0,143668.0,-34654.0,,,,,126.11,,,126.07,728.78,,,,,,,,,
200,2018,3,3,2050,4,1519435.0,,124130.0,,,,103802.0,656330.0,1780943.0,341158.0,16024.0,,,8.8,,,,13.9,36.5,-26124.0,82879.0,-30938.0,,,,,108.31,,,108.26,829.58,,,,,,,,,
200,2019,3,3,2050,4,1664960.0,,133957.0,,,,101732.0,735242.0,1860794.0,229978.0,16184.0,,,7.6,,,,14.4,39.2,-42404.0,-14933.0,-52652.0,,,,,127.04,,,127.04,929.72,,,,,,,,,
201,2015,3,4,3150,4,1347281.0,,49360.0,,,,103567.0,784420.0,2140641.0,57129.0,33668.0,,,31.32,,,,2.6,30.3,77380.0,90925.0,-165549.0,,,,,15.71,,,15.69,,,,,,,,,,
201,2016,3,4,3150,4,1433595.0,,60517.0,,,,-62698.0,711230.0,1909483.0,47643.0,33605.0,,,35.16,,,,2.1,30.4,-89762.0,128051.0,-43328.0,,,,,12.86,,,12.84,,,,,,,,,,
201,2017,3,4,3150,4,1439855.0,,52949.0,,,,52709.0,759198.0,1901029.0,51352.0,35392.0,,,12.79,,,,6.7,33.1,-114468.0,157406.0,-40247.0,,,,,40.74,,,40.7,,,,,,,,,,
201,2018,3,4,3150,4,1485895.0,,65958.0,,,,60576.0,810011.0,1960753.0,58343.0,36144.0,,,18.67,,,,5.6,34.4,-41793.0,123178.0,-74025.0,,,,,36.64,,,36.62,,,,,,,,,,
201,2019,3,4,3150,4,1550991.0,,118370.0,,,,32499.0,815406.0,1951369.0,82794.0,36309.0,,,13.08,,,,7.7,34.7,-45539.0,140571.0,-66636.0,,,,,52.52,,,52.49,,,,,,,,,,
202,2015,1,3,2050,2,1912721.0,,156426.0,,,,127760.0,1079064.0,1929409.0,195008.0,22913.0,,,11.66,,,,9.03,55.38,19611.0,117358.0,-128529.0,,,,,130.91,,,125.22,,,,,,,,,,
202,2016,1,3,2050,2,1858879.0,,160589.0,,,,51594.0,1068428.0,2029794.0,192338.0,23089.0,,,15.6,,,,7.93,52.11,32084.0,45884.0,-76166.0,,,,,120.16,,,119.41,,,,,,,,,,
202,2017,1,3,2050,2,2026931.0,,190989.0,,,,112606.0,1118264.0,2184895.0,204701.0,23299.0,,,10.42,,,,11.28,50.5,5511.0,115820.0,-107397.0,,,,,175.48,,,175.22,,,,,,,,,,
202,2018,1,3,2050,2,2159363.0,,203678.0,,,,147222.0,1208121.0,2419012.0,324693.0,24391.0,,,10.35,,,,11.59,49.4,30154.0,165355.0,-76150.0,,,,,193.06,,,192.82,,,,,,,,,,
202,2019,1,3,2050,2,2160316.0,,195190.0,,,,46691.0,1196923.0,2413053.0,342898.0,24775.0,,,8.72,,,,10.82,49.02,-31030.0,125088.0,-70184.0,,,,,186.53,,,186.29,,,,,,,,,,
203,2015,3,5,3250,1,919372.0,,,,,79936.0,366201.0,,1982286.0,189372.0,16428.0,,,4.2,,,,,,-132200.0,142776.0,-21278.0,457.56,,456.62,,,,,,,1852.28,,366201.0,1304057.0,28.2,65.8,,,
203,2016,3,5,3250,1,986446.0,,,,,122388.0,26961.0,,1900522.0,222159.0,15249.0,,,21.0,,,,,,-122930.0,174281.0,-5967.0,119.37,,119.11,,,,,,,1801.9,,26961.0,1231406.0,6.5,64.8,,,
203,2017,3,5,3250,1,955124.0,,,,,87788.0,38309.0,,1914979.0,246050.0,14670.0,,,31.5,,,,,,-15022.0,136234.0,-96792.0,79.63,,79.44,,,,,,,1772.99,,38309.0,1175897.0,4.4,61.4,,,
203,2018,3,5,3250,1,960195.0,,,,,81021.0,62361.0,,1897754.0,357702.0,14446.0,,,38.6,,,,,,-101766.0,108439.0,108568.0,91.31,,91.1,,,,,,,1749.33,,62361.0,1132982.0,5.2,59.7,,,
203,2019,3,5,3250,1,929717.0,,,,,85831.0,163881.0,,2088051.0,243155.0,14887.0,,,35.4,,,,,,-66203.0,92033.0,-142520.0,144.2,,143.88,,,,,,,1928.8,,163881.0,1249642.0,7.8,59.8,,,
204,2015,3,16,7150,2,,6876729.0,406842.0,,,,1384315.0,3589927.0,49837202.0,1254760.0,60647.0,,,14.0,,,,5.1,7.2,349490.0,1875642.0,-2032143.0,,,,,124.94,,,124.87,,,,,,,,,,
204,2016,3,16,7150,2,,6930852.0,418166.0,,,,-592867.0,2932959.0,49924922.0,961221.0,61446.0,,,9.1,,,,5.5,5.9,-33439.0,2013807.0,-2265659.0,,,,,150.53,,,150.44,,,,,,,,,,
204,2017,3,16,7150,2,,6094913.0,425320.0,,,,264969.0,3137266.0,51985850.0,980465.0,62606.0,,,10.2,,,,7.6,6.0,910086.0,1376809.0,-2260016.0,,,,,196.62,,,196.48,,,,,,,,,,
204,2018,3,16,7150,2,,6687205.0,471994.0,,,,684757.0,3749271.0,53603028.0,1033022.0,62943.0,,,6.3,,,,10.6,7.0,-85421.0,1169136.0,-1015438.0,,,,,310.69,,,310.45,,,,,,,,,,
204,2019,3,16,7150,2,,6927244.0,432945.0,,,,72613.0,3713592.0,55941261.0,1237077.0,62938.0,,,7.9,,,,6.0,6.6,-143428.0,1696993.0,-1347136.0,,,,,194.43,,,194.29,,,,,,,,,,
205,2015,12,4,3200,1,1474550.0,,,,,166038.0,93011.0,,1311064.0,309922.0,32282.0,,,29.8,,,,,,,181672.0,,209.82,,209.53,,,,,,,1358.03,,93011.0,680996.0,16.1,51.9,,,
205,2016,12,4,3200,1,1457610.0,,,,,183430.0,93284.0,,1338309.0,303026.0,33195.0,,,21.9,,,,,,,184307.0,,253.43,,253.18,,,,,,,1379.37,,93284.0,679842.0,18.6,50.8,,,
205,2017,12,4,3200,1,1489421.0,,,,,204290.0,178020.0,,1427375.0,343076.0,33560.0,,,25.5,,,,,,,185845.0,,298.3,,298.09,,,,,,,1636.41,,178020.0,806381.0,19.8,56.5,,,
205,2018,12,4,3200,1,1508007.0,,,,,207251.0,122324.0,,1460986.0,265978.0,33664.0,,,25.9,,,,,,,195610.0,,314.25,,314.12,,,,,,,1689.82,,122324.0,822360.0,18.9,56.3,,,
205,2019,12,4,3200,1,1502241.0,,,,,210645.0,144508.0,,1653919.0,289681.0,33603.0,,,29.4,,,,,,,244523.0,,306.7,,306.63,,,,,,,1783.46,,144508.0,857695.0,17.6,51.9,,,
206,2015,3,12,5050,2,,,121999.0,1350336.0,,,74231.0,846701.0,2786470.0,85346.0,47565.0,,,,,18.3,,8.4,28.8,1689.0,223613.0,-212912.0,,,,,344.58,,,,4138.65,,,,,,,66712.0,,
206,2016,3,12,5050,2,,,162260.0,1451300.0,,,104823.0,926376.0,2843194.0,80691.0,47456.0,,,,,15.7,,10.2,30.9,-31315.0,259880.0,-233219.0,,,,,443.53,,,,4534.29,,,,,,,85868.0,,
206,2017,3,12,5050,2,,,160783.0,1441411.0,,,92097.0,1032610.0,3007852.0,63332.0,47382.0,,,,,15.4,,10.0,31.3,44304.0,234144.0,-295808.0,,,,,471.52,,,,4857.5,,,,,,,91288.0,,
206,2018,3,12,5050,2,,,177780.0,1500445.0,,,114171.0,1116304.0,3071829.0,101448.0,47869.0,,,,,13.0,,11.3,33.2,-71422.0,275101.0,-166352.0,,,,,570.72,,,,5273.42,,,,,,,110493.0,,
206,2019,3,12,5050,2,,,183323.0,1529308.0,,,104817.0,1179861.0,3237596.0,136581.0,47842.0,,,,,15.6,,9.8,33.3,-7174.0,289728.0,-247420.0,,,,,533.31,,,,5612.63,,,,,,,102750.0,,
207,2015,3,13,6050,4,,,,,,,,,4589526.0,495536.0,52758.0,,,,,,,,,,,,,,,,,,,,,3270.4,,,1150169.0,,25.06,,,
207,2016,3,13,6050,4,,6246103.0,,,,76769.0,-181581.0,,4053391.0,392247.0,58369.0,,,,,,,,,-245634.0,320330.0,-162777.0,-54.8,,,-54.8,,,,,,2690.6,,-181581.0,946658.0,-1.84,23.35,-19280.0,,
207,2017,3,13,6050,4,,5797362.0,,,,140895.0,128964.0,,4212064.0,426208.0,57988.0,,,,,10.99,,,,5656.0,159770.0,-127525.0,306.64,,,306.63,,,,,,2985.61,,128964.0,1050619.0,10.81,24.94,107903.0,,
207,2018,3,13,6050,4,,6491035.0,,,,209749.0,153287.0,,4310043.0,423426.0,56827.0,,,,,9.74,,,,-128741.0,215098.0,-92498.0,370.08,,,,,,,,,3338.35,,153287.0,1174718.0,11.7,27.26,130228.0,,
207,2019,3,13,6050,4,,6762702.0,,,,229193.0,51862.0,,4441464.0,465861.0,58565.0,,,,,9.57,,,,-24909.0,210796.0,-137546.0,376.89,,,,,,,,,3398.32,,51862.0,1195826.0,11.19,26.92,132622.0,,
208,2015,3,16,7100,2,,1930588.0,,,,346759.0,347888.0,2744946.0,41705236.0,1316063.0,28672.0,,,,,11.45,,8.61,6.5,-178206.0,-76588.0,12337.0,,,60.03,,,61.66,,,752.4,,,347888.0,,,,224785.0,,
208,2016,3,16,7100,2,,1723096.0,,,,165158.0,32791.0,2743015.0,40934217.0,3476517.0,28865.0,,,,,13.77,,4.87,6.6,986387.0,1237987.0,-23711.0,,,35.52,,,36.53,,,748.32,,,32791.0,,,,131550.0,,
208,2017,3,16,7100,2,,1715516.0,,,,322795.0,208995.0,2843791.0,42531972.0,2537066.0,28186.0,,,,,10.28,,8.73,6.6,-2130644.0,1304994.0,-118051.0,,,65.65,,,67.29,,,790.7,,,208995.0,,,,239617.0,,
208,2018,3,16,7100,2,,1972158.0,,,,328158.0,126335.0,2799824.0,40343947.0,2354868.0,28048.0,,,,,9.75,,7.92,6.8,373168.0,-445690.0,-56172.0,,,61.88,,,63.13,,,810.31,,,126335.0,,,,219343.0,,
208,2019,3,16,7100,2,,1835118.0,,,,-37701.0,-70136.0,2680793.0,40969439.0,2687132.0,27864.0,,,,,,,-3.73,6.4,761191.0,-361165.0,-112503.0,,,-29.92,,,-29.9,,,794.69,,,-70136.0,,,,-100442.0,,
209,2015,3,11,4050,2,,3406030.0,-113052.0,,,,-151946.0,1060219.0,7743378.0,303399.0,33539.0,,,,,,,-13.3,13.4,-86672.0,447666.0,-388662.0,,,,,-166.06,,,,,,,,,,,,,
209,2016,3,11,4050,2,,3245906.0,241651.0,,,,142033.0,1201831.0,7412472.0,123025.0,33089.0,,,6.32,,,,12.7,15.9,-382402.0,595154.0,-390899.0,,,,,157.59,,,,,,,,,,,,,
209,2017,3,11,4050,2,,3011337.0,196125.0,,,,143177.0,1344696.0,6853182.0,130820.0,32666.0,,,8.67,,,,11.3,19.3,-130359.0,485669.0,-345749.0,,,,,157.58,,,,,,,,,,,,,
209,2018,3,11,4050,2,,3133632.0,217104.0,,,,168413.0,1472797.0,6985088.0,144176.0,32527.0,,,8.04,,,,10.9,20.8,-162277.0,623266.0,-447237.0,,,,,170.01,,,,,,,,,,,,,
209,2019,3,11,4050,2,,3307661.0,203636.0,,,,100969.0,1532946.0,7257363.0,158978.0,32597.0,,,12.67,,,,7.8,20.9,103073.0,449716.0,-537846.0,,,,,128.83,,,,,,,,,,,,,
210,2015,3,3,2050,4,1693658.0,,21365.0,,,,69252.0,436952.0,1839259.0,242556.0,15383.0,,,38.3,,,,3.8,23.6,-70743.0,59212.0,8304.0,,,,,,,,,,,,,,,,,,
210,2016,3,3,2050,4,1742700.0,,113376.0,,,,42553.0,474051.0,1886781.0,234811.0,15810.0,,,10.1,,,,16.0,25.0,-13158.0,36354.0,-27800.0,,,,,,,,,,,,,,,,,,
210,2017,3,3,2050,4,1821805.0,,163438.0,,,,95402.0,552552.0,1992822.0,367473.0,16422.0,,,7.2,,,,20.6,27.5,-20577.0,187546.0,-31912.0,,,,,,,,,,,,,,,,,,
210,2018,3,3,2050,4,1830625.0,,179716.0,,,,141056.0,669795.0,2051226.0,389348.0,17730.0,,,8.1,,,,20.9,32.5,-53099.0,120479.0,-47354.0,,,,,,,,,,,,,,,,,,
210,2019,3,3,2050,4,1974269.0,,162901.0,,,,112739.0,756924.0,2091175.0,315451.0,18297.0,,,7.7,,,,15.5,36.0,-75007.0,30390.0,-25346.0,,,,,,,,,,,,,,,,,,
211,2015,12,3,3400,4,1326293.0,,,,,84522.0,1596.0,,1991262.0,104831.0,50852.0,,,18.75,,,,,,-35417.0,187170.0,-115951.0,37.12,,36.97,,,,,,,946.48,,1596.0,1094172.0,3.89,54.95,,,
211,2016,12,3,3400,4,1282570.0,,,,,67563.0,21452.0,,1981451.0,147325.0,50963.0,,,19.4,,,,,,-46450.0,203637.0,-113596.0,205.14,,204.26,,,,,,,4736.59,,21452.0,1095438.0,4.33,55.28,,,
211,2017,12,3,3400,4,1463532.0,,,,,114424.0,135090.0,,2228560.0,126417.0,53224.0,,,16.15,,,,,,-18720.0,203504.0,-209560.0,302.12,,300.65,,,,,,,5239.7,,135090.0,1184034.0,6.07,53.13,,,
211,2018,12,3,3400,4,1522904.0,,,,,128404.0,6629.0,,2235776.0,123503.0,54101.0,,,8.59,,,,,,8657.0,189287.0,-194450.0,399.51,,397.58,,,,,,,5141.43,,6629.0,1137204.0,7.72,50.86,,,
211,2019,12,3,3400,4,1518039.0,,,,,76213.0,48239.0,,2335415.0,113784.0,55598.0,,,19.57,,,,,,-17284.0,191906.0,-182636.0,200.85,,199.95,,,,,,,5229.58,,48239.0,1157097.0,3.87,49.55,,,
212,2015,3,12,5150,2,1713457.0,,67129.0,,,,57142.0,803552.0,2302437.0,208937.0,34919.0,,,28.6,,,,5.1,34.7,-30424.0,206879.0,-210749.0,,,,,,,,,,,,,,,,,,
212,2016,3,12,5150,2,1791187.0,,130725.0,,,,4826.0,794900.0,2228808.0,265123.0,36273.0,,,14.2,,,,9.8,35.4,-133257.0,263878.0,-74443.0,,,,,,,,,,,,,,,,,,
212,2017,3,12,5150,2,1765259.0,,140375.0,,,,145608.0,924175.0,2314410.0,309058.0,39243.0,,,12.0,,,,11.6,39.7,3349.0,237084.0,-194651.0,,,,,,,,,,,,,,,,,,
212,2018,3,12,5150,2,1971799.0,,160636.0,,,,162495.0,1000552.0,2562462.0,270509.0,41930.0,,,9.9,,,,15.1,38.6,-29989.0,316014.0,-324494.0,,,,,,,,,,,,,,,,,,
212,2019,3,12,5150,2,2058312.0,,156681.0,,,,141630.0,1109313.0,2687122.0,211838.0,43466.0,,,12.3,,,,10.6,40.9,-46480.0,296148.0,-308671.0,,,,,,,,,,,,,,,,,,
213,2015,12,4,3200,4,819999.0,,48995.0,,,,28256.0,289857.0,778857.0,15113.0,20264.0,,,8.5,,,,14.6,33.7,-24801.0,29113.0,-9973.0,,,,,389.4,,,,,,,,,,,,,
213,2016,12,4,3200,4,751438.0,,55797.0,,,,26183.0,307017.0,764828.0,16671.0,20481.0,,,9.7,,,,12.9,36.4,-26852.0,62504.0,-32202.0,,,,,366.72,,,,,,,,,,,,,
213,2017,12,4,3200,4,789427.0,,56960.0,,,,50957.0,343951.0,831756.0,17651.0,20628.0,,,10.5,,,,13.0,37.9,11375.0,54196.0,-58938.0,,,,,407.56,,,,,,,,,,,,,
213,2018,12,4,3200,4,805498.0,,48702.0,,,,-3844.0,327334.0,801296.0,18631.0,20620.0,,,10.0,,,,10.4,37.3,-11781.0,50990.0,-38388.0,,,,,338.4,,,,,,,,,,,,,
213,2019,12,4,3200,4,768568.0,,41302.0,,,,28473.0,343497.0,803083.0,16690.0,20513.0,,,12.2,,,,7.7,38.9,-26799.0,50637.0,-24884.0,,,,,248.29,,,,,,,,,,,,,
214,2015,3,7,3500,4,464219.0,,42037.0,,,,34913.0,195649.0,379193.0,8044.0,5941.0,,,11.46,,,,15.37,49.35,-16905.0,38345.0,-20321.0,,,,,448.47,,,,,,,,,,,,,
214,2016,3,7,3500,4,406598.0,,35056.0,,,,12959.0,203370.0,364420.0,18902.0,6076.0,,,8.5,,,,11.43,53.49,-11159.0,45751.0,-23486.0,,,,,368.77,,,,,,,,,,,,,
214,2017,3,7,3500,4,410503.0,,36504.0,,,,30137.0,227821.0,404604.0,15126.0,6225.0,,,9.07,,,,12.64,54.2,-7155.0,29389.0,-25954.0,,,,,442.16,,,,,,,,,,,,,
214,2018,3,7,3500,4,454754.0,,36355.0,,,,25555.0,247762.0,456530.0,16472.0,6468.0,,,9.13,,,,10.78,52.31,24087.0,11125.0,-34010.0,,,,,417.21,,,,,,,,,,,,,
214,2019,3,7,3500,4,452928.0,,24309.0,,,,5023.0,246158.0,494683.0,19002.0,6680.0,,,14.37,,,,6.3,47.95,15944.0,37555.0,-51025.0,,,,,253.22,,,,,,,,,,,,,
215,2017,2,14,6100,4,452505.0,,,,,42608.0,31393.0,,1005069.0,31867.0,6871.0,,,16.69,,,,,,-2097.0,33764.0,-27952.0,103.43,,103.43,,,,,,,1409.2,,31393.0,368571.0,7.6,36.7,,,
215,2018,2,14,6100,4,469915.0,,,,,48271.0,34450.0,,1022348.0,38883.0,6723.0,,,17.91,,,,,,-31048.0,57079.0,-19030.0,108.92,,108.86,,,,,,,1511.91,,34450.0,395519.0,7.5,38.7,,,
215,2019,2,14,6100,4,459840.0,,,,,42126.0,25631.0,,1029573.0,25659.0,6695.0,,,11.79,,,,,,-21274.0,34870.0,-26836.0,104.55,,104.52,,,,,,,1576.68,,25631.0,412700.0,6.8,40.1,,,
216,2018,3,7,3450,4,3627248.0,,,,,152877.0,117483.0,,4487173.0,75117.0,61234.0,,,12.7,,,,,,-99828.0,328358.0,-216454.0,169.34,,169.34,,,,,,,3230.96,,117483.0,1862707.0,5.4,41.5,,,
216,2019,3,7,3450,4,3873662.0,,,,,209313.0,120693.0,,4709201.0,82288.0,62083.0,,,6.6,,,,,,51882.0,268251.0,-313351.0,283.81,,283.76,,,,,,,3345.22,,120693.0,1926337.0,8.6,40.9,,,
217,2016,3,2,3300,2,7530895.0,,,-350721.0,,-357572.0,-454541.0,,6828514.0,532273.0,26339.0,,,-3.94,,,,,,-112638.0,589070.0,-322034.0,-110.04,,-110.04,,,,,,,636.7,,-454541.0,1583077.0,-15.0,23.2,,,
217,2017,3,2,3300,2,7025062.0,,,271138.0,,249115.0,157384.0,,6792892.0,343039.0,35085.0,,,9.06,,,,,,-138310.0,225781.0,-251910.0,60.33,,60.33,,,,,,,686.64,,157384.0,1707194.0,9.1,25.1,,,
